monkey_id,Body,Face
8230,"(0.021738999999999998, 0.489207, 0.754348, 1.0)","(0.026087, 0.649014, 0.14130399999999999, 0.932754)"
8231,"(0.6847829999999999, 0.140239, 0.9043479999999999, 0.7501169999999999)","(0.68913, 0.143501, 0.813043, 0.329399)"
8232,"(0.41087, 0.384843, 0.719565, 0.6327079999999999)","(0.415217, 0.384843, 0.502174, 0.5152979999999999)"
8233,"(0.24565199999999998, 0.11741000000000001, 0.526087, 0.59031)","(0.371739, 0.130455, 0.513043, 0.41093399999999997)"
8234,"(0.15, 0.466377, 0.813043, 0.971891)","(0.14782599999999999, 0.6098779999999999, 0.26304299999999997, 0.8675269999999999)"
8235,"(0.730435, 0.182637, 0.9413039999999999, 0.7957759999999999)","(0.730435, 0.18916000000000002, 0.858696, 0.35549000000000003)"
8236,"(0.38913000000000003, 0.371797, 0.7565219999999999, 0.720765)","(0.434783, 0.388104, 0.534783, 0.534866)"
8237,"(0.284783, 0.143501, 0.5826089999999999, 0.649014)","(0.37826099999999996, 0.143501, 0.534783, 0.44028599999999996)"
8238,"(0.18695699999999998, 0.482684, 0.858696, 0.994721)","(0.191304, 0.6196619999999999, 0.317391, 0.877311)"
8239,"(0.717391, 0.368536, 0.9369569999999999, 1.0)","(0.752174, 0.420718, 0.897826, 0.6555369999999999)"
8240,,"(0.445652, 0.39788799999999996, 0.5521739999999999, 0.557696)"
8241,"(0.202174, 0.048921, 0.665217, 0.694674)","(0.265217, 0.055443, 0.45, 0.339183)"
8242,"(0.05, 0.505514, 0.7565219999999999, 1.0)","(0.058696, 0.603355, 0.19347799999999998, 0.883834)"
8243,"(0.243478, 0.195683, 0.6913039999999999, 0.978414)","(0.323913, 0.202205, 0.504348, 0.47290000000000004)"
8244,"(0.336957, 0.18916000000000002, 0.7239129999999999, 0.8903559999999999)","(0.36087, 0.19894399999999998, 0.521739, 0.48594499999999996)"
8245,"(0.291304, 0.466377, 0.495652, 0.753379)","(0.376087, 0.46311599999999997, 0.443478, 0.547912)"
8246,"(0.126087, 0.013045999999999999, 0.571739, 0.932754)","(0.31087000000000004, 0.016307, 0.48913000000000006, 0.31635399999999997)"
8247,"(0.247826, 0.009784, 0.852174, 1.0)","(0.5, 0.009784, 0.708696, 0.287001)"
8248,"(0.28913, 0.528343, 0.502174, 0.7990379999999999)","(0.36087, 0.534866, 0.467391, 0.593571)"
8249,"(0.134783, 0.07175000000000001, 0.5826089999999999, 0.965368)","(0.336957, 0.068489, 0.495652, 0.362013)"
8250,"(0.25434799999999996, 0.029352, 0.86087, 1.0)","(0.5195649999999999, 0.029352, 0.721739, 0.30983099999999997)"
8251,"(0.08695699999999999, 0.210092, 0.9065219999999999, 0.888184)","(0.526087, 0.317312, 0.8673909999999999, 0.5708719999999999)"
8252,"(0.015217, 0.101424, 0.856522, 0.7824129999999999)","(0.48478299999999996, 0.207195, 0.815217, 0.481039)"
8253,"(0.06087000000000001, 0.179665, 1.0, 0.807045)","(0.413043, 0.185461, 0.6956519999999999, 0.407145)"
8254,"(0.10652199999999999, 0.552036, 0.35869599999999996, 0.9331)","(0.156522, 0.552036, 0.317391, 0.678091)"
8255,"(0.0, 0.131851, 0.791304, 1.0)","(0.402174, 0.40134899999999996, 0.704348, 0.624482)"
8256,"(0.08043499999999999, 0.12315799999999999, 1.0, 0.7360479999999999)","(0.267391, 0.18401199999999998, 0.530435, 0.36077899999999996)"
8257,"(0.11304299999999999, 0.460754, 0.426087, 0.8534100000000001)","(0.15434799999999999, 0.46655, 0.341304, 0.5911569999999999)"
8258,"(0.030435, 0.057956999999999995, 0.8413039999999999, 1.0)","(0.423913, 0.418736, 0.7391300000000001, 0.6404200000000001)"
8259,"(0.036957, 0.099975, 0.9891300000000001, 0.7722709999999999)","(0.373913, 0.11301499999999999, 0.673913, 0.35933000000000004)"
8260,"(0.11087000000000001, 0.556383, 0.382609, 0.6925800000000001)","(0.23913, 0.557832, 0.304348, 0.6259300000000001)"
8261,"(0.0, 0.37671699999999997, 0.778261, 0.976567)","(0.2, 0.37671699999999997, 0.530435, 0.615788)"
8262,"(0.07391299999999999, 0.091282, 1.0, 0.7679239999999999)","(0.413043, 0.094179, 0.697826, 0.34629000000000004)"
8263,,"(0.20652199999999998, 0.563627, 0.369565, 0.667949)"
8264,"(0.028260999999999998, 0.38686000000000004, 0.793478, 0.8809389999999999)","(0.241304, 0.398451, 0.573913, 0.6433169999999999)"
8265,"(0.082609, 0.06809899999999999, 1.0, 0.7592300000000001)","(0.404348, 0.07099699999999999, 0.6847829999999999, 0.317312)"
8266,"(0.19347799999999998, 0.579565, 0.36521699999999996, 0.878041)","(0.26304299999999997, 0.582463, 0.35000000000000003, 0.6331749999999999)"
8267,"(0.054348, 0.34773899999999996, 0.8326089999999999, 0.882388)","(0.2, 0.350637, 0.521739, 0.55928)"
8268,"(0.423913, 0.153285, 0.7108700000000001, 0.887095)","(0.536957, 0.163069, 0.697826, 0.41093399999999997)"
8269,"(0.341304, 0.039137, 0.706522, 0.955584)","(0.47173899999999996, 0.039137, 0.676087, 0.375059)"
8270,"(0.373913, 0.075012, 0.747826, 1.0)","(0.5195649999999999, 0.075012, 0.730435, 0.43376299999999995)"
8271,"(0.35869599999999996, 0.065228, 0.676087, 0.9458000000000001)","(0.467391, 0.084796, 0.6565219999999999, 0.39788799999999996)"
8272,"(0.5478259999999999, 0.381581, 0.880435, 0.8512200000000001)","(0.567391, 0.381581, 0.6608700000000001, 0.502252)"
8273,"(0.41956499999999997, 0.039137, 0.780435, 0.642492)","(0.565217, 0.123932, 0.741304, 0.43376299999999995)"
8274,"(0.236957, 0.466377, 0.35869599999999996, 0.7566400000000001)","(0.247826, 0.479423, 0.343478, 0.652276)"
8275,"(0.20652199999999998, 0.31635399999999997, 0.6543479999999999, 1.0)","(0.31304299999999996, 0.326138, 0.476087, 0.642492)"
8276,"(0.576087, 0.371797, 0.8282609999999999, 0.906663)","(0.593478, 0.368536, 0.697826, 0.508775)"
8277,"(0.426087, 0.075012, 0.793478, 0.7501169999999999)","(0.573913, 0.127194, 0.732609, 0.414195)"
8278,"(0.234783, 0.502252, 0.356522, 0.7631629999999999)","(0.25434799999999996, 0.5120359999999999, 0.369565, 0.710981)"
8279,"(0.215217, 0.326138, 0.669565, 1.0)","(0.321739, 0.332661, 0.49347799999999997, 0.649014)"
8280,"(0.615217, 0.531605, 0.7652169999999999, 0.883834)",
8281,"(0.486957, 0.09458000000000001, 0.8347829999999999, 0.8544809999999999)","(0.569565, 0.146762, 0.734783, 0.44680899999999996)"
8282,"(0.267391, 0.521821, 0.43913, 1.0)","(0.302174, 0.534866, 0.369565, 0.59031)"
8283,"(0.247826, 0.26091000000000003, 0.6956519999999999, 1.0)","(0.36739099999999997, 0.280479, 0.567391, 0.547912)"
8284,"(0.632609, 0.534866, 1.0, 0.9458000000000001)",
8285,"(0.39782599999999996, 0.022830000000000003, 0.863043, 0.955584)","(0.608696, 0.130455, 0.817391, 0.502252)"
8286,,
8287,"(0.176087, 0.313092, 0.7000000000000001, 1.0)","(0.391304, 0.31635399999999997, 0.6195649999999999, 0.671844)"
8288,,"(0.65, 0.41093399999999997, 0.734783, 0.5152979999999999)"
8289,"(0.55, 0.176114, 0.85, 0.730549)","(0.613043, 0.202205, 0.771739, 0.443548)"
8290,"(0.252174, 0.49899099999999996, 0.863043, 0.965368)","(0.26304299999999997, 0.554434, 0.35000000000000003, 0.769685)"
8291,"(0.473913, 0.208728, 0.745652, 0.9262319999999999)","(0.576087, 0.238081, 0.6956519999999999, 0.43376299999999995)"
8292,"(0.486957, 0.110887, 0.747826, 0.792515)","(0.573913, 0.127194, 0.6869569999999999, 0.339183)"
8293,"(0.27608699999999997, 0.428878, 0.617391, 0.867899)","(0.343478, 0.431776, 0.556522, 0.556383)"
8294,"(0.23260899999999998, 0.210092, 1.0, 0.8142889999999999)","(0.38913000000000003, 0.25356, 0.671739, 0.494079)"
8295,"(0.184783, 0.42163399999999995, 0.604348, 0.8852859999999999)","(0.278261, 0.423083, 0.415217, 0.496977)"
8296,"(0.15434799999999999, 0.15648299999999998, 1.0, 0.828778)","(0.265217, 0.237622, 0.6000000000000001, 0.494079)"
8297,"(0.11087000000000001, 0.454959, 0.497826, 0.895428)","(0.24565199999999998, 0.45785699999999996, 0.49347799999999997, 0.569423)"
8298,"(0.08043499999999999, 0.197052, 1.0, 0.847614)","(0.20652199999999998, 0.276742, 0.532609, 0.5143639999999999)"
8299,"(0.354348, 0.362013, 0.608696, 0.9621069999999999)","(0.421739, 0.37832000000000005, 0.554348, 0.603355)"
8300,"(0.234783, 0.078273, 0.843478, 0.877311)","(0.454348, 0.120671, 0.634783, 0.443548)"
8301,"(0.31087000000000004, 0.45007, 0.543478, 0.9229700000000001)","(0.37826099999999996, 0.466377, 0.486957, 0.635969)"
8302,"(0.271739, 0.104364, 0.7695649999999999, 0.9262319999999999)","(0.445652, 0.114148, 0.6195649999999999, 0.420718)"
8303,"(0.38043499999999997, 0.437025, 0.61087, 0.9621069999999999)","(0.463043, 0.45007, 0.5913039999999999, 0.635969)"
8304,"(0.319565, 0.003261, 0.823913, 0.978414)","(0.404348, 0.0, 0.576087, 0.251126)"
8305,"(0.36739099999999997, 0.554434, 0.567391, 1.0)","(0.443478, 0.5707409999999999, 0.5608700000000001, 0.7338100000000001)"
8306,"(0.332609, 0.273956, 0.83913, 1.0)","(0.504348, 0.41093399999999997, 0.678261, 0.6783669999999999)"
8307,"(0.369565, 0.5152979999999999, 0.55, 0.841436)",
8308,"(0.32826099999999997, 0.156546, 0.819565, 0.8577429999999999)","(0.458696, 0.37832000000000005, 0.643478, 0.658799)"
8309,"(0.423913, 0.081534, 0.954348, 0.737072)","(0.46956499999999995, 0.101103, 0.6239129999999999, 0.368536)"
8310,"(0.115217, 0.280479, 0.995652, 0.8446969999999999)","(0.132609, 0.417456, 0.23913, 0.642492)"
8311,"(0.373913, 0.101103, 0.9739129999999999, 0.769685)","(0.447826, 0.104364, 0.613043, 0.388104)"
8312,"(0.136957, 0.319615, 1.0, 0.8740500000000001)","(0.15434799999999999, 0.479423, 0.256522, 0.645753)"
8313,"(0.780435, 0.34570599999999996, 0.952174, 0.8544809999999999)","(0.793478, 0.348968, 0.897826, 0.489207)"
8314,"(0.38913000000000003, 0.084796, 0.793478, 0.502252)","(0.463043, 0.084796, 0.632609, 0.371797)"
8315,"(0.13913, 0.313092, 1.0, 0.870788)","(0.152174, 0.45659299999999997, 0.26304299999999997, 0.6555369999999999)"
8316,"(0.30652199999999996, 0.21878599999999998, 1.0, 0.878041)","(0.463043, 0.221684, 0.7673909999999999, 0.405696)"
8317,"(0.082609, 0.17821599999999999, 1.0, 1.0)","(0.25, 0.172421, 0.634783, 0.439021)"
8318,"(0.11087000000000001, 0.19995000000000002, 1.0, 1.0)","(0.21087000000000003, 0.19995000000000002, 0.571739, 0.465101)"
8319,"(0.265217, 0.43322499999999997, 0.5478259999999999, 0.7998000000000001)","(0.278261, 0.434674, 0.526087, 0.615788)"
8320,"(0.076087, 0.117362, 1.0, 1.0)","(0.415217, 0.124607, 0.8891300000000001, 0.45061199999999996)"
8321,"(0.09347799999999999, 0.312965, 0.41956499999999997, 0.757782)","(0.15434799999999999, 0.321659, 0.386957, 0.476692)"
8322,"(0.0, 0.118811, 1.0, 1.0)","(0.49347799999999997, 0.111566, 0.954348, 0.481039)"
8323,"(0.37826099999999996, 0.44047000000000003, 0.634783, 1.0)","(0.38913000000000003, 0.44336699999999996, 0.604348, 0.601299)"
8324,"(0.202174, 0.137647, 1.0, 1.0)","(0.31087000000000004, 0.134749, 0.667391, 0.46365199999999995)"
8325,"(0.2, 0.104364, 0.817391, 0.9751519999999999)","(0.37826099999999996, 0.101103, 0.593478, 0.388104)"
8326,"(0.24565199999999998, 0.091319, 0.854348, 0.9621069999999999)","(0.406522, 0.081534, 0.628261, 0.362013)"
8327,"(0.284783, 0.19894399999999998, 0.895652, 1.0)","(0.41087, 0.19242099999999998, 0.606522, 0.508775)"
8328,"(0.084783, 0.150023, 0.821739, 0.720765)","(0.532609, 0.159808, 0.708696, 0.437025)"
8329,"(0.047826, 0.16633, 0.734783, 0.707719)","(0.523913, 0.16633, 0.6956519999999999, 0.44028599999999996)"
8330,"(0.208696, 0.44336699999999996, 0.393478, 0.644766)","(0.25, 0.44626499999999997, 0.386957, 0.5346489999999999)"
8331,"(0.047826, 0.237622, 0.47173899999999996, 0.701274)","(0.058696, 0.24052, 0.258696, 0.41004199999999996)"
8332,"(0.247826, 0.26515099999999997, 1.0, 0.9490379999999999)","(0.586957, 0.270947, 0.8673909999999999, 0.46655)"
8333,"(0.23913, 0.423083, 0.41739099999999996, 0.627379)","(0.271739, 0.43032699999999996, 0.41956499999999997, 0.523058)"
8334,"(0.071739, 0.221684, 0.53913, 0.688234)","(0.08695699999999999, 0.22603, 0.28913, 0.385411)"
8335,"(0.26304299999999997, 0.288334, 0.8739129999999999, 1.0)","(0.523913, 0.29268000000000005, 0.791304, 0.389758)"
8336,"(0.291304, 0.47959, 0.41739099999999996, 0.704172)","(0.29347799999999996, 0.48393699999999995, 0.38913000000000003, 0.557832)"
8337,"(0.145652, 0.250662, 0.408696, 0.6954779999999999)","(0.14782599999999999, 0.255009, 0.343478, 0.418736)"
8338,"(0.32826099999999997, 0.20574599999999998, 0.85, 0.8229829999999999)","(0.334783, 0.21154099999999998, 0.556522, 0.33325000000000005)"
8339,"(0.304348, 0.45930499999999996, 0.426087, 0.686785)","(0.304348, 0.467999, 0.404348, 0.5303019999999999)"
8340,"(0.176087, 0.208643, 0.423913, 0.685336)","(0.204348, 0.210092, 0.4, 0.36802399999999996)"
8341,"(0.37826099999999996, 0.189808, 0.8347829999999999, 0.738946)","(0.37826099999999996, 0.197052, 0.55, 0.304272)"
8342,"(0.319565, 0.444816, 0.447826, 0.701274)","(0.323913, 0.449163, 0.441304, 0.541893)"
8343,"(0.19347799999999998, 0.217337, 0.458696, 0.694029)","(0.21087000000000003, 0.220235, 0.413043, 0.378166)"
8344,"(0.391304, 0.17676699999999998, 0.847826, 0.7476389999999999)","(0.436957, 0.182563, 0.6217389999999999, 0.289783)"
8345,"(0.428261, 0.434674, 0.632609, 0.644766)","(0.47173899999999996, 0.44047000000000003, 0.6195649999999999, 0.538996)"
8346,"(0.31087000000000004, 0.214439, 0.915217, 0.605646)","(0.32608699999999996, 0.215888, 0.534783, 0.349188)"
8347,"(0.056521999999999996, 0.29268000000000005, 0.554348, 0.7070700000000001)",
8348,"(0.395652, 0.150023, 0.843478, 0.818606)","(0.536957, 0.169592, 0.6956519999999999, 0.381581)"
8349,"(0.165217, 0.270694, 0.336957, 0.603355)","(0.20652199999999998, 0.273956, 0.28913, 0.39136499999999996)"
8350,"(0.163043, 0.127194, 0.480435, 0.6914119999999999)","(0.22608699999999998, 0.143501, 0.32608699999999996, 0.280479)"
8351,"(0.38913000000000003, 0.21851199999999998, 0.8326089999999999, 0.8675269999999999)","(0.528261, 0.21851199999999998, 0.6956519999999999, 0.43376299999999995)"
8352,"(0.18043499999999998, 0.30657, 0.332609, 0.557696)","(0.21956499999999998, 0.32287699999999997, 0.291304, 0.437025)"
8353,"(0.15434799999999999, 0.169592, 0.467391, 0.753379)","(0.21087000000000003, 0.17285299999999998, 0.31521699999999997, 0.326138)"
8354,"(0.4, 0.228297, 0.845652, 0.883834)","(0.532609, 0.241342, 0.68913, 0.45333199999999996)"
8355,"(0.191304, 0.329399, 0.30869599999999997, 0.5609569999999999)","(0.22608699999999998, 0.329399, 0.297826, 0.46311599999999997)"
8356,"(0.156522, 0.084796, 0.478261, 0.7599009999999999)","(0.247826, 0.081534, 0.373913, 0.267433)"
8357,"(0.406522, 0.22503499999999999, 0.83913, 0.8544809999999999)","(0.526087, 0.22503499999999999, 0.6913039999999999, 0.44028599999999996)"
8358,"(0.184783, 0.25764899999999996, 0.32826099999999997, 0.587048)","(0.23913, 0.254388, 0.323913, 0.388104)"
8359,"(0.156522, 0.0, 0.486957, 0.707719)","(0.323913, 0.0, 0.46087000000000006, 0.202205)"
8360,"(0.404348, 0.35549000000000003, 0.83913, 0.9034019999999999)","(0.478261, 0.365274, 0.613043, 0.600094)"
8361,"(0.217391, 0.44028599999999996, 0.47173899999999996, 0.7729469999999999)","(0.371739, 0.46311599999999997, 0.465217, 0.616401)"
8362,"(0.184783, 0.140239, 0.51087, 0.740333)","(0.343478, 0.136978, 0.443478, 0.254388)"
8363,"(0.0, 0.130455, 0.163043, 0.600094)","(0.039130000000000005, 0.130455, 0.143478, 0.313092)"
8364,"(0.30869599999999997, 0.143501, 0.75, 0.7566400000000001)","(0.426087, 0.153285, 0.5608700000000001, 0.35222899999999996)"
8365,"(0.32826099999999997, 0.146762, 0.776087, 0.792515)","(0.445652, 0.16633, 0.597826, 0.37832000000000005)"
8366,"(0.256522, 0.107626, 0.954348, 1.0)","(0.34782599999999997, 0.120671, 0.6239129999999999, 0.518559)"
8367,"(0.319565, 0.107626, 1.0, 1.0)","(0.336957, 0.11741000000000001, 0.704348, 0.642492)"
8368,"(0.21304299999999998, 0.27964, 0.7260869999999999, 1.0)","(0.39782599999999996, 0.289783, 0.628261, 0.45061199999999996)"
8369,"(0.671739, 0.10577099999999999, 1.0, 0.48683499999999996)","(0.7282609999999999, 0.275293, 1.0, 0.485386)"
8370,"(0.334783, 0.068489, 0.680435, 0.7957759999999999)","(0.513043, 0.09458000000000001, 0.641304, 0.300047)"
8371,"(0.215217, 0.20546699999999998, 0.736957, 1.0)","(0.37826099999999996, 0.202205, 0.543478, 0.489207)"
8372,"(0.126087, 0.030427, 1.0, 1.0)","(0.2, 0.033325, 0.602174, 0.297027)"
8373,"(0.156522, 0.055059, 1.0, 1.0)","(0.25, 0.056507999999999996, 0.6630429999999999, 0.330352)"
8374,"(0.176087, 0.046364999999999996, 1.0, 1.0)","(0.267391, 0.047813999999999995, 0.6847829999999999, 0.33469899999999997)"
8375,"(0.097561, 0.114954, 0.841463, 1.0)","(0.351916, 0.123082, 0.7944249999999999, 0.40524099999999996)"
8376,"(0.062718, 0.07056899999999999, 0.587108, 1.0)","(0.30662, 0.065341, 0.5644600000000001, 0.46784299999999995)"
8377,"(0.30662, 0.14049899999999999, 1.0, 1.0)","(0.414634, 0.159078, 0.777003, 0.467943)"
8378,"(0.163763, 0.022062, 1.0, 1.0)","(0.29268299999999997, 0.013934, 0.665505, 0.270548)"
8379,"(0.209059, 0.116115, 1.0, 0.9951049999999999)","(0.222997, 0.11727599999999999, 0.61324, 0.372729)"
8380,"(0.034843, 0.127726, 0.9599300000000001, 0.950982)","(0.491289, 0.12076, 0.851916, 0.424981)"
8381,"(0.005226, 0.153272, 0.973868, 1.0)","(0.372822, 0.15559399999999998, 0.8013939999999999, 0.568963)"
8382,"(0.15853699999999998, 0.101932, 0.818815, 1.0)","(0.362369, 0.101932, 0.618467, 0.556707)"
8383,"(0.09059199999999999, 0.256138, 0.245645, 0.601139)","(0.125436, 0.277047, 0.22822299999999998, 0.433866)"
8384,"(0.054007, 0.109773, 0.625436, 0.794549)","(0.468641, 0.10716, 0.602787, 0.384206)"
8385,"(0.317073, 0.41034299999999996, 0.447735, 0.546253)","(0.362369, 0.41034299999999996, 0.444251, 0.535798)"
8386,"(0.30836199999999997, 0.133296, 0.372822, 0.478298)","(0.313589, 0.130682, 0.36411099999999996, 0.355456)"
8387,"(0.506969, 0.266592, 0.698606, 0.543639)","(0.60453, 0.274433, 0.695122, 0.44170699999999996)"
8388,"(0.066202, 0.206478, 0.458188, 0.8128449999999999)","(0.10453000000000001, 0.308411, 0.290941, 0.5671619999999999)"
8389,"(0.21428599999999998, 0.049658999999999995, 0.5888500000000001, 0.786708)","(0.238676, 0.162046, 0.40418099999999996, 0.418184)"
8390,"(0.005226, 0.420336, 0.465157, 0.781454)","(0.139373, 0.431948, 0.46167199999999997, 0.653727)"
8391,"(0.010452999999999999, 0.109148, 0.9512200000000001, 1.0)","(0.468641, 0.12192099999999999, 0.9059229999999999, 0.478394)"
8392,"(0.195122, 0.49929399999999996, 0.7944249999999999, 1.0)","(0.216028, 0.49697199999999997, 0.569686, 0.7071400000000001)"
8393,"(0.08885000000000001, 0.066186, 1.0, 1.0)","(0.101045, 0.063863, 0.506969, 0.337895)"
8394,"(0.22822299999999998, 0.517873, 0.7787459999999999, 1.0)","(0.240418, 0.517873, 0.5644600000000001, 0.735008)"
8395,"(0.092334, 0.048768, 1.0, 1.0)","(0.10627199999999999, 0.058057, 0.498258, 0.328605)"
8396,"(0.163763, 0.516712, 0.735192, 1.0)","(0.17421599999999998, 0.516712, 0.527875, 0.735008)"
8397,"(0.055749, 0.049929, 1.0, 1.0)","(0.074913, 0.049929, 0.501742, 0.32280000000000003)"
8398,"(0.18989499999999998, 0.047046, 0.759582, 0.893868)","(0.508711, 0.054887, 0.660279, 0.287501)"
8399,"(0.18292699999999998, 0.036591, 0.665505, 0.9095500000000001)","(0.470383, 0.036591, 0.6358889999999999, 0.261365)"
8400,"(0.0034839999999999997, 0.007840999999999999, 0.904181, 1.0)","(0.34669000000000005, 0.002614, 0.907666, 0.8520500000000001)"
8401,"(0.264808, 0.515551, 0.616725, 0.966077)","(0.320557, 0.517873, 0.574913, 0.6874009999999999)"
8402,"(0.005226, 0.12076, 0.944251, 0.9567869999999999)","(0.32578399999999996, 0.12656499999999998, 0.700348, 0.354151)"
8403,"(0.249129, 0.491166, 0.649826, 1.0)","(0.304878, 0.49000499999999997, 0.625436, 0.711785)"
8404,"(0.008711, 0.0058059999999999995, 1.0, 0.975366)","(0.247387, 0.0058059999999999995, 0.714286, 0.314672)"
8405,"(0.229965, 0.005227, 0.663763, 1.0)","(0.353659, 0.005227, 0.5836239999999999, 0.35022899999999996)"
8406,"(0.590592, 0.42863799999999996, 0.8693379999999999, 0.953982)","(0.675958, 0.43125199999999997, 0.829268, 0.708299)"
8407,"(0.125436, 0.007840999999999999, 0.632404, 1.0)","(0.256098, 0.005227, 0.506969, 0.360684)"
8408,"(0.566202, 0.376365, 0.83101, 1.0)","(0.595819, 0.38159299999999996, 0.775261, 0.7030719999999999)"
8409,"(0.005226, 0.004645, 0.9425089999999999, 1.0)","(0.099303, 0.0, 0.900697, 0.41453)"
8410,"(0.005226, 0.006967, 0.973868, 1.0)","(0.18989499999999998, 0.002322, 0.8850169999999999, 0.5051)"
8411,"(0.247387, 0.07431399999999999, 0.9059229999999999, 0.9765269999999999)","(0.49651599999999996, 0.073152, 0.8710800000000001, 0.36344000000000004)"
8412,"(0.22125399999999998, 0.065024, 0.916376, 0.9962669999999999)","(0.42682899999999996, 0.07083, 0.848432, 0.347184)"
8413,"(0.085366, 0.047607, 0.857143, 1.0)","(0.22125399999999998, 0.053412999999999995, 0.655052, 0.329767)"
8414,"(0.094077, 0.12656499999999998, 0.832753, 1.0)","(0.304878, 0.130049, 0.686411, 0.42382000000000003)"
8415,"(0.054348, 0.531751, 0.786957, 1.0)","(0.176087, 0.527404, 0.51087, 0.757782)"
8416,"(0.069565, 0.0, 1.0, 1.0)","(0.321739, 0.0, 0.8, 0.282538)"
8417,"(0.058696, 0.517262, 0.780435, 1.0)","(0.171739, 0.517262, 0.51087, 0.7331500000000001)"
8418,"(0.078261, 0.0, 1.0, 1.0)","(0.317391, 0.0, 0.7891300000000001, 0.308618)"
